Q.6	What are the strengths of the OKpanda curriculum? 	What are the strengths of the OKpanda curriculum?
Q.60	Can I take lessons from abroad?	Can I take lessons from abroad?
Q.61	Can I take lessons from anywhere?	Can I take lessons from anywhere?
Q.62	Do I need to prepare anything for my lessons?	Do I need to prepare anything for my lessons?
Q.63	Are there any recommended times to book lessons for. What are teachers' busiest times of day?	Are there any recommended times to book lessons for. What are teachers' busiest times of day?
Q.64	Can I use my own study materials?	Can I use my own study materials?
Q.65	Does OKpanda use my phone's calling minutes?	Does OKpanda use my phone's calling minutes?
Q.66	What's the best way to study English?	What's the best way to study English?
Q.67	Can I take lessons using my computer? 	Can I take lessons using my computer?
Q.68	Do I get an official certificate that I can use in my CV after completing the course?	Do I get an official certificate that I can use in my CV after completing the course?
Q.69	Can anybody else see my lessons?	Can anybody else see my lessons?
Q.7	How can I get study materials assigned?	How can I get study materials assigned?
Q.70	How can I unsubscribe from OKpanda's direct e-mails?	How can I unsubscribe from OKpanda's direct e-mails?
Q.71	I'm interested in corporate use. What should I do?	I'm interested in corporate use. What should I do?
Q.72	Can I use OKpanda on my Android device?	Can I use OKpanda on my Android device?
Q.73	Can I talk to customer support in my native language?	Can I talk to customer support in my native language?
Q.74	How can I sign up as a paid member?	How can I sign up as a paid member?
Q.75	What payment methods can I use to buy a plan?	What payment methods can I use to buy a plan?
Q.76	How can I change my plan? 	How can I change my plan?
Q.77	If I downgrade, when will the change in billing take effect?	If I downgrade, when will the change in billing take effect?
Q.78	If I downgrade, will I get a refund?	If I downgrade, will I get a refund?
Q.79	If I upgrade, when will the new plan take effect?	If I upgrade, when will the new plan take effect?
Q.8	How many levels are there in the OKpanda curriculum?	How many levels are there in the OKpanda curriculum?
Q.80	If I upgrade, when will the change in billing take effect?	If I upgrade, when will the change in billing take effect?
Q.81	Do tickets carry over to the following month?	Do tickets carry over to the following month?
Q.82	How can I pay?	How can I pay?
Q.83	When is my monthly payment due? 	When is my monthly payment due?
Q.84	Are there any other costs besides the lesson costs?	Are there any other costs besides the lesson costs?
Q.85	If I sign up, will I get charged automatically every month?	If I sign up, will I get charged automatically every month?
Q.86	How do I pay with a bank transfer? (Ginko Furikomi)	How do I pay with a bank transfer? (Ginko Furikomi)
Q.87	Will I be charged if I only want to do the free trial lessons?	Will I be charged if I only want to do the free trial lessons?
Q.88	Can I get a receipt for my payments?	Can I get a receipt for my payments?
Q.89	I want to continue to use this service. What should I do when I am ready to sign up as a paid member?	I want to continue to use this service. What should I do when I am ready to sign up as a paid member?
Q.9	Are there contents for children?	Are there contents for children?
Q.90	Can I register multiple accounts with the same e-mail address?	Can I register multiple accounts with the same e-mail address?
Q.91	Can I share my account with my child?	Can I share my account with my child?
Q.92	Can I use the same account on different devices?	Can I use the same account on different devices?
Q.93	Can I share my account with other people?	Can I share my account with other people?
Q.94	How can I change my email or other registered information?	How can I change my email or other registered information?
Q.95	How can I take a break from the service?	How can I take a break from the service?
Q.96	Is there any deactivation cost in case I want to stop using the service?	Is there any deactivation cost in case I want to stop using the service?
Q.97	Can I change the name I registered with?	Can I change the name I registered with?
Q.98	After I request to cancel my plan, will my lesson tickets still be usable?	After I request to cancel my plan, will my lesson tickets still be usable?
Q.99	Can I still use my tickets after my cancellation has taken effect?	Can I still use my tickets after my cancellation has taken effect?
Sub.1	Using the Chat Feature	Using the Chat Feature
Sub.10	Lesson Times and Schedule	Lesson Times and Schedule
Sub.11	Preparing for Lessons	Preparing for Lessons
Sub.12	Study Materials	Study Materials
Sub.13	Other	Other
Sub.14	Payment and Subscription	Payment and Subscription
Sub.15	Changing My Plan	Changing My Plan
Sub.16	Plans	Plans
Sub.17	Sharing Accounts	Sharing Accounts
Sub.18	Updating my Profile	Updating my Profile
Sub.19	Cancelations	Cancelations
Sub.2	Curriculum	Curriculum
Sub.20	Suspending a Plan	Suspending a Plan
Sub.21	Tickets	Tickets
Sub.22	A Failed Lesson	A Failed Lesson
Sub.23	Connection / Video Problems	Connection / Video Problems
Sub.3	About OKpanda	About OKpanda
Sub.4	The First Lesson	The First Lesson
Sub.5	Canceling Lessons / Starting Late	Canceling Lessons / Starting Late
Sub.6	Scheduling Lessons	Scheduling Lessons
Sub.7	About Teachers	About Teachers
Sub.8	Features	Features
Sub.9	Lesson Overview	Lesson Overview
